4	10	100	1																										
0	200																												
	24	65	35	10	3	1	1	8	7	17	46	56	73	83	112	122	135	145	173	183	201	211	225	235					
	25	65	20	10	6	1	1	5	9	19	34	44	66	76	100	110	127	137											
	26	45	30	10	17	1	1	5	7	17	28	38	57	67	92	102	113	123											
	27	35	40	10	16	1	1	5	18	28	45	55	82	92	114	124	137	147											
	28	41	37	10	16	1	1	8	7	17	30	40	64	74	98	108	121	131	144	154	181	191	207	217					
	29	64	42	10	9	1	1	6	14	24	36	46	63	73	94	104	126	136	149	159									
	30	40	60	10	21	1	1	7	19	29	40	50	62	72	94	104	120	130	156	166	189	199							
	31	31	52	10	27	1	1	6	4	14	26	36	61	71	91	101	126	136	150	160									
	32	35	69	10	23	1	1	8	1	11	29	39	56	66	84	94	104	114	141	151	170	180	202	212					
	33	53	52	10	11	1	1	5	3	13	36	46	58	68	95	105	133	143											
	34	65	55	10	14	1	1	8	3	13	38	48	64	74	84	94	119	129	150	160	181	191	211	221					
	35	63	65	10	8	1	1	8	7	17	38	48	66	76	89	99	124	134	162	172	194	204	223	233					
	36	2	60	10	5	1	1	5	17	27	56	66	78	88	98	108	118	128											
	37	20	20	10	8	1	1	8	18	28	39	49	68	78	94	104	122	132	155	165	194	204	227	237					
	38	5	5	10	16	1	1	6	17	27	42	52	74	84	107	117	145	155	165	175									
	39	60	12	10	31	1	1	8	15	25	44	54	68	78	89	99	118	128	154	164	178	188	214	224					
	40	40	25	10	9	1	1	6	1	11	32	42	65	75	101	111	135	145	168	178									
	41	42	7	10	5	1	1	5	11	21	36	46	59	69	84	94	122	132											
	42	24	12	10	5	1	1	6	13	23	33	43	57	67	81	91	105	115	133	143									
	43	23	3	10	7	1	1	9	1	11	21	31	45	55	70	80	100	110	127	137	149	159	170	180	195	205			
	44	11	14	10	18	1	1	8	16	26	44	54	78	88	104	114	125	135	147	157	182	192	207	217					
	45	6	38	10	16	1	1	7	14	24	43	53	73	83	98	108	123	133	158	168	184	194							
	46	2	48	10	1	1	1	7	18	28	54	64	86	96	116	126	155	165	194	204	220	230							
	47	8	56	10	27	1	1	5	0	10	23	33	59	69	85	95	115	125											
	48	13	52	10	36	1	1	7	18	28	41	51	67	77	87	97	115	125	154	164	179	189							
	49	6	68	10	30	1	1	8	6	16	35	45	59	69	85	95	122	132	157	167	178	188	208	218					
	50	47	47	10	13	1	1	9	9	19	39	49	66	76	94	104	117	127	148	158	177	187	199	209	229	239			
	51	49	58	10	10	1	1	9	2	12	27	37	55	65	80	90	111	121	140	150	163	173	183	193	210	220			
	52	27	43	10	9	1	1	8	9	19	33	43	71	81	103	113	137	147	174	184	213	223	252	262					
	53	37	31	10	14	1	1	8	19	29	43	53	68	78	94	104	125	135	155	165	177	187	206	216					
	54	57	29	10	18	1	1	5	16	26	39	49	78	88	108	118	130	140											
	55	63	23	10	2	1	1	7	5	15	44	54	78	88	101	111	131	141	153	163	184	194							
	56	53	12	10	6	1	1	6	18	28	51	61	73	83	102	112	132	142	163	173									
	57	32	12	10	7	1	1	5	13	23	34	44	64	74	99	109	135	145											
	58	36	26	10	18	1	1	6	10	20	40	50	75	85	103	113	128	138	156	166									
	59	21	24	10	28	1	1	8	7	17	38	48	76	86	110	120	149	159	180	190	202	212	227	237					
	60	17	34	10	3	1	1	8	12	22	41	51	74	84	101	111	132	142	161	171	193	203	229	239					
	61	12	24	10	13	1	1	8	11	21	41	51	61	71	95	105	132	142	161	171	197	207	225	235					
	62	24	58	10	19	1	1	7	4	14	40	50	68	78	94	104	130	140	165	175	185	195							
	63	27	69	10	10	1	1	7	0	10	35	45	74	84	111	121	131	141	160	170	192	202							
	64	15	77	10	9	1	1	8	1	11	21	31	48	58	73	83	102	112	127	137	160	170	195	205					
	65	62	77	10	20	1	1	5	11	21	40	50	78	88	105	115	143	153											
	66	49	73	10	25	1	1	7	7	17	43	53	81	91	105	115	134	144	166	176	199	209							
	67	67	5	10	25	1	1	8	10	20	49	59	70	80	96	106	133	143	158	168	188	198	220	230					
	68	56	39	10	36	1	1	7	17	27	51	61	79	89	104	114	139	149	164	174	198	208							
	69	37	47	10	6	1	1	7	9	19	38	48	71	81	101	111	126	136	161	171	200	210							
	70	37	56	10	5	1	1	8	3	13	33	43	64	74	92	102	131	141	169	179	195	205	218	228					
	71	57	68	10	15	1	1	8	11	21	40	50	61	71	98	108	130	140	158	168	189	199	220	230					
	72	47	16	10	25	1	1	7	4	14	33	43	61	71	89	99	127	137	148	158	168	178							
	73	44	17	10	9	1	1	7	19	29	50	60	82	92	115	125	150	160	179	189	213	223							
	74	46	13	10	8	1	1	5	7	17	28	38	61	71	87	97	109	119											
	75	49	11	10	18	1	1	5	17	27	42	52	64	74	96	106	125	135											
	76	49	42	10	13	1	1	6	12	22	33	43	69	79	97	107	129	139	166	176									
	77	53	43	10	14	1	1	8	14	24	44	54	80	90	103	113	123	133	159	169	179	189	214	224					
	78	61	52	10	3	1	1	8	10	20	35	45	61	71	99	109	130	140	156	166	183	193	219	229					
	79	57	48	10	23	1	1	8	18	28	40	50	65	75	96	106	123	133	162	172	196	206	226	236					
	80	56	37	10	6	1	1	7	15	25	51	61	75	85	111	121	141	151	169	179	204	214							
	81	55	54	10	26	1	1	7	4	14	28	38	53	63	81	91	102	112	135	145	171	181							
	82	15	47	10	16	1	1	6	9	19	33	43	71	81	107	117	127	137	162	172									
	83	14	37	10	11	1	1	5	17	27	49	59	84	94	119	129	147	157											
	84	11	31	10	7	1	1	8	12	22	34	44	69	79	96	106	122	132	160	170	180	190	201	211					
	85	16	22	10	41	1	1	8	5	15	42	52	65	75	94	104	130	140	161	171	183	193	213	223					
	86	4	18	10	35	1	1	7	16	26	55	65	87	97	115	125	145	155	170	180	192	202							
	87	28	18	10	26	1	1	9	3	13	23	33	51	61	79	89	104	114	124	134	151	161	172	182	195	205			
	88	26	52	10	9	1	1	7	18	28	55	65	86	96	106	116	141	151	168	178	201	211							
	89	26	35	10	15	1	1	7	15	25	50	60	70	80	108	118	140	150	175	185	209	219							
	90	31	67	10	3	1	1	5	11	21	40	50	70	80	106	116	126	136											
	91	15	19	10	1	1	1	8	4	14	26	36	46	56	76	86	115	125	141	151	177	187	216	226					
	92	22	22	10	2	1	1	9	7	17	35	45	68	78	103	113	128	138	156	166	178	188	202	212	225	235			
	93	18	24	10	22	1	1	8	4	14	35	45	65	75	102	112	134	144	172	182	202	212	225	235					
	94	26	27	10	27	1	1	7	9	19	33	43	70	80	102	112	126	136	147	157	177	187							
	95	25	24	10	20	1	1	7	13	23	39	49	73	83	101	111	135	145	172	182	203	213							
	96	22	27	10	11	1	1	7	13	23	50	60	83	93	115	125	153	163	190	200	213	223							
	97	25	21	10	12	1	1	8	8	18	35	45	56	66	81	91	117	127	149	159	187	197	212	222					
	98	19	21	10	10	1	1	7	19	29	53	63	82	92	103	113	142	152	168	178	203	213							
	99	20	26	10	9	1	1	9	12	22	51	61	88	98	114	124	138	148	160	170	180	190	202	212	223	233			
	100	18	18	10	17	1	1	8	8	18	37	47	76	86	105	115	142	152	174	184	194	204	227	237					
