4	11	100	1																				
0	200																						
24	38	15	10	10	1	1	6	9	26	55	82	99	126	155	176	189	199	227	241				
25	35	5	10	20	1	1	5	10	35	50	67	89	116	140	150	167	190						
26	95	30	10	30	1	1	5	8	20	31	53	72	88	113	135	146	159						
27	95	35	10	20	1	1	5	22	43	60	71	98	116	138	164	177	199						
28	92	30	10	10	1	1	7	8	28	41	52	76	104	128	140	153	170	183	197	224	245		
29	90	35	10	10	1	1	6	17	29	41	64	81	95	116	140	162	172	185	205				
30	88	30	10	10	1	1	6	23	43	54	70	82	109	131	142	158	173	199	224				
31	88	35	10	20	1	1	6	4	30	42	55	80	97	117	130	155	171	185	213				
32	87	30	10	10	1	1	7	1	17	35	51	68	79	97	120	130	159	186	203	222	242		
33	85	25	10	10	1	1	5	3	15	38	66	78	89	116	127	155	167						
34	85	35	10	30	1	1	6	4	32	57	71	87	97	107	125	150	178	199	219				
35	67	85	10	20	1	1	6	9	24	45	73	91	102	115	144	169	185	213	242				
36	65	85	10	40	1	1	5	20	36	65	79	91	112	122	135	145	155						
37	65	82	10	10	1	1	6	21	34	45	60	79	92	108	135	153	166	189	212				
38	62	80	10	30	1	1	6	20	36	51	77	99	120	143	164	192	203	213	233				
39	60	80	10	10	1	1	6	18	42	61	78	92	120	131	142	161	188	214	232				
40	60	85	10	30	1	1	6	2	15	36	49	72	98	124	151	175	204	227	240				
41	58	75	10	20	1	1	5	13	37	52	73	86	108	123	135	163	175						
42	55	80	10	10	1	1	6	16	37	47	60	74	100	114	140	154	171	189	204				
43	55	85	10	20	1	1	8	2	16	26	43	57	80	95	112	132	153	170	192	204	223	234	263
44	55	82	10	10	1	1	7	19	35	53	77	101	112	128	150	161	178	190	209	234	260		
45	20	82	10	10	1	1	6	17	27	46	58	78	106	121	144	159	174	199	228				
46	18	80	10	10	1	1	6	22	37	63	76	98	111	131	149	178	205	234	253				
47	2	45	10	10	1	1	5	0	21	34	60	86	115	131	155	175	204						
48	42	5	10	10	1	1	7	21	37	50	65	81	104	114	130	148	173	202	215	230	256		
49	42	12	10	10	1	1	7	7	25	44	60	74	96	112	137	164	175	200	223	234	262		
50	72	35	10	30	1	1	7	11	23	43	59	76	104	122	133	146	156	177	199	218	234		
51	55	20	10	19	1	1	7	3	25	40	59	77	89	104	124	145	174	193	209	222	245		
52	25	30	10	3	1	1	6	11	39	53	69	97	111	133	151	175	204	231	254				
53	20	50	10	5	1	1	7	23	51	65	81	96	120	136	146	167	179	199	222	234	253		
54	55	60	10	16	1	1	5	19	30	43	70	99	120	140	157	169	194						
55	30	60	10	16	1	1	6	6	20	49	69	93	118	131	141	161	190	202	231				
56	50	35	10	19	1	1	6	21	43	66	93	105	124	143	168	188	202	223	244				
57	30	25	10	23	1	1	5	16	35	46	69	89	112	137	149	175	203						
58	15	10	10	20	1	1	6	12	35	55	65	90	107	125	145	160	179	197	207				
59	10	20	10	19	1	1	5	8	26	47	74	102	122	146	174	203	223						
60	15	60	10	17	1	1	6	15	39	58	73	96	117	134	145	166	192	211	239				
61	45	65	10	9	1	1	6	13	30	50	69	79	96	120	146	173	196	215	229				
62	65	35	10	3	1	1	5	5	34	60	81	99	124	140	168	194	218						
63	65	20	10	6	1	1	6	0	12	37	53	82	108	135	156	166	179	198	224				
64	45	30	10	17	1	1	7	1	18	28	52	69	94	109	123	142	152	167	189	212	232		
65	35	40	10	16	1	1	5	13	32	51	74	102	122	139	163	191	209						
66	41	37	10	16	1	1	6	8	23	49	71	99	127	141	159	178	191	213	234				
67	64	42	10	9	1	1	6	12	36	65	82	93	108	124	147	174	190	205	234				
68	40	60	10	21	1	1	6	21	44	68	91	109	138	153	165	190	214	229	254				
69	31	52	10	27	1	1	6	11	39	58	69	92	121	141	154	169	194	219	229				
70	35	69	10	23	1	1	6	4	22	42	66	87	112	130	157	186	211	239	253				
71	65	55	10	14	1	1	6	14	28	47	76	87	110	137	150	172	192	210	225				
72	63	65	10	8	1	1	7	5	30	49	63	81	105	123	141	169	191	202	220	230	244		
73	2	60	10	5	1	1	5	22	46	67	95	117	140	163	178	203	230						
74	20	20	10	8	1	1	5	8	18	29	52	75	94	110	132	144	161						
75	5	5	10	16	1	1	5	20	46	61	81	93	119	141	152	171	194						
76	60	12	10	31	1	1	6	14	34	45	73	99	122	140	155	177	199	226	251				
77	23	3	10	7	1	1	5	17	45	65	89	115	141	154	183	193	214						
78	8	56	10	27	1	1	7	12	28	43	66	82	95	123	134	155	172	188	199	216	240		
79	6	68	10	30	1	1	6	21	47	59	87	102	125	146	161	178	188	217	244				
80	47	47	10	13	1	1	6	19	44	70	90	104	129	155	184	204	221	239	268				
81	49	58	10	10	1	1	7	5	16	30	54	69	82	100	111	122	142	165	189	215	240		
82	27	43	10	9	1	1	6	11	39	53	74	102	122	148	164	174	191	216	234				
83	37	31	10	14	1	1	5	20	30	52	76	101	124	149	173	191	211						
84	57	29	10	18	1	1	7	14	36	48	70	95	117	134	145	161	176	204	220	230	248		
85	63	23	10	2	1	1	7	7	21	48	58	71	87	106	129	155	176	197	226	238	260		
86	21	24	10	28	1	1	6	20	31	60	81	103	114	132	145	165	192	207	229				
87	12	24	10	13	1	1	8	4	22	32	59	77	90	108	136	151	172	182	192	209	224	235	261
88	24	58	10	19	1	1	6	22	37	64	93	114	126	136	160	185	212	229	251				
89	67	5	10	25	1	1	6	19	41	66	76	86	99	127	144	166	184	209	238				
90	37	47	10	6	1	1	5	14	37	56	81	101	130	156	179	189	205						
91	49	42	10	13	1	1	7	5	20	32	56	66	93	113	125	154	171	187	205	231	244		
92	53	43	10	14	1	1	6	9	37	55	80	103	125	150	170	185	206	224	245				
93	61	52	10	3	1	1	5	4	33	54	74	94	118	145	174	196	222						
94	57	48	10	23	1	1	7	11	33	47	76	103	121	143	153	167	181	192	210	230	252		
95	56	37	10	6	1	1	6	15	32	48	75	99	119	137	157	181	203	230	258				
96	55	54	10	26	1	1	5	16	45	72	89	112	135	157	169	197	226						
97	4	18	10	35	1	1	7	9	32	49	69	80	91	106	123	149	176	198	208	236	250		
98	26	52	10	9	1	1	6	23	49	73	94	113	133	144	155	184	200	216	234				
99	26	35	10	15	1	1	7	14	27	56	74	101	119	135	145	159	174	186	214	224	244		
100	31	67	10	3	1	1	7	9	22	41	57	86	110	129	144	171	182	204	224	234	244		
