4	6	100	1																								
0	700																										
27	23	52	90	10	1	1	5	313	441	510	614	708	829	910	1050	1108	1239										
28	4	55	90	20	1	1	8	123	248	306	408	494	641	727	834	893	1012	1070	1180	1273	1401	1467	1572				
29	20	50	90	10	1	1	6	242	347	404	538	607	718	796	932	1013	1114	1172	1298								
30	20	55	90	10	1	1	7	333	458	511	627	682	824	904	1007	1072	1186	1277	1416	1498	1618						
31	10	35	90	20	1	1	6	68	208	264	372	460	578	655	764	851	967	1027	1174								
32	10	40	90	30	1	1	8	17	132	204	321	389	492	563	695	745	894	988	1106	1178	1305	1386	1527				
33	8	40	90	40	1	1	5	54	160	243	389	445	548	642	745	841	946										
34	8	45	90	20	1	1	10	65	212	300	410	477	579	630	751	838	983	1062	1189	1268	1383	1459	1604	1658	1775	1844	1993
35	5	35	90	10	1	1	10	129	242	321	468	539	643	702	849	938	1054	1149	1296	1378	1520	1592	1717	1790	1929	1984	2097
36	5	45	90	10	1	1	5	288	403	501	611	667	796	848	956	1008	1108										
37	2	40	90	20	1	1	8	306	415	468	581	655	762	828	972	1042	1151	1234	1367	1464	1574	1657	1797				
38	0	40	90	30	1	1	6	294	410	473	614	696	824	908	1035	1131	1235	1287	1413								
39	0	45	90	20	1	1	10	268	404	477	595	656	801	854	958	1031	1175	1267	1387	1447	1556	1646	1769	1839	1983	2065	2206
40	36	18	90	10	1	1	6	28	137	216	324	406	547	637	779	866	1014	1098	1206								
41	35	32	90	10	1	1	5	195	331	394	523	581	713	777	883	979	1086										
42	33	32	90	20	1	1	6	230	359	411	520	581	722	783	924	985	1103	1174	1288								
43	33	35	90	10	1	1	10	32	142	193	311	371	504	568	686	763	892	959	1090	1146	1269	1322	1471	1534	1680	1776	1890
44	32	20	90	10	1	1	10	279	395	466	602	687	789	854	984	1038	1157	1213	1337	1426	1568	1632	1748	1815	1916	2000	2103
45	30	30	90	10	1	1	7	251	353	427	532	608	753	817	951	1015	1129	1217	1364	1431	1574						
46	34	25	90	30	1	1	10	316	430	520	627	709	817	894	1015	1113	1256	1354	1478	1545	1682	1737	1857	1932	2039	2090	2224
47	30	35	90	10	1	1	5	3	132	190	331	423	571	637	773	848	997										
48	36	40	90	10	1	1	7	305	420	479	592	657	789	840	957	1028	1167	1265	1373	1436	1577						
49	48	20	90	10	1	1	10	104	226	300	416	476	606	671	810	903	1006	1094	1228	1281	1426	1502	1609	1690	1799	1862	1975
50	26	32	90	10	1	1	9	169	275	351	467	535	680	752	855	913	1014	1093	1224	1298	1414	1469	1591	1666	1773		
51	25	30	90	10	1	1	9	48	178	241	364	434	541	605	730	809	956	1030	1145	1202	1335	1385	1521	1589	1709		
52	25	35	90	10	1	1	8	166	311	372	489	585	695	775	895	980	1128	1221	1354	1453	1573	1672	1797				
53	44	5	90	20	1	1	8	329	476	536	651	713	849	914	1014	1093	1200	1276	1410	1466	1590	1662	1794				
54	42	10	90	40	1	1	5	281	384	443	585	684	812	887	1006	1061	1198										
55	42	15	90	10	1	1	7	87	198	297	424	509	646	705	806	882	1029	1085	1234	1312	1421						
56	40	5	90	30	1	1	6	305	435	517	659	715	839	913	1052	1128	1239	1317	1444								
57	38	15	90	40	1	1	5	230	354	406	540	615	748	836	943	1033	1179										
58	38	5	90	30	1	1	6	170	304	379	481	568	687	759	884	947	1069	1141	1242								
59	38	10	90	10	1	1	9	125	246	324	467	563	690	776	923	1022	1149	1226	1335	1390	1497	1561	1681	1772	1906		
60	35	5	90	20	1	1	9	219	355	429	542	626	754	823	927	1006	1146	1219	1364	1446	1559	1650	1796	1855	1986		
61	50	30	90	10	1	1	10	188	306	382	506	557	675	761	902	995	1127	1201	1311	1402	1517	1587	1690	1746	1872	1937	2074
62	50	35	90	20	1	1	7	80	228	320	447	518	657	722	867	958	1093	1180	1324	1375	1483						
63	50	40	90	50	1	1	7	0	105	194	311	408	548	642	770	821	928	1002	1143	1224	1366						
64	48	30	90	10	1	1	8	24	143	195	331	399	537	600	711	785	885	948	1078	1161	1287	1376	1482				
65	44	25	90	10	1	1	5	194	317	391	525	622	747	815	950	1045	1166										
66	47	35	90	10	1	1	7	122	235	326	456	551	696	757	879	952	1060	1141	1268	1351	1460						
67	47	40	90	10	1	1	9	181	316	415	533	586	699	766	899	992	1107	1171	1320	1396	1521	1602	1729	1794	1932		
68	42	30	90	10	1	1	8	305	438	525	657	727	876	938	1045	1134	1271	1334	1471	1557	1700	1784	1903				
69	45	35	90	10	1	1	7	168	314	387	490	573	722	797	906	970	1108	1197	1297	1396	1503						
70	95	30	90	30	1	1	9	62	184	260	397	476	615	687	829	928	1067	1163	1273	1339	1465	1524	1641	1696	1839		
71	95	35	90	20	1	1	8	202	312	384	532	586	719	811	919	999	1124	1194	1307	1385	1527	1605	1754				
72	53	30	90	10	1	1	7	78	215	288	400	470	607	678	798	894	1024	1076	1196	1246	1356						
73	92	30	90	10	1	1	9	323	460	538	683	763	896	979	1093	1181	1325	1399	1511	1597	1707	1795	1919	1987	2113		
74	53	35	90	50	1	1	5	125	227	280	412	495	618	685	815	872	990										
75	45	65	90	20	1	1	5	291	432	495	622	678	820	901	1005	1079	1211										
76	90	35	90	10	1	1	6	204	331	385	531	621	753	823	937	1018	1149	1242	1380								
77	72	45	90	10	1	1	8	253	398	474	610	701	841	899	1046	1097	1226	1316	1445	1497	1607	1696	1818				
78	78	40	90	20	1	1	8	174	290	352	486	552	660	756	859	938	1056	1121	1225	1292	1428	1518	1658				
79	87	30	90	10	1	1	10	306	448	504	650	714	847	926	1039	1107	1209	1308	1451	1536	1685	1761	1890	1965	2075	2150	2277
80	85	25	90	10	1	1	7	270	409	499	625	685	823	914	1062	1138	1255	1326	1475	1562	1702						
81	85	35	90	30	1	1	7	75	178	238	373	436	545	616	720	774	900	983	1118	1209	1346						
82	75	55	90	20	1	1	6	157	303	363	492	589	715	807	922	972	1089	1176	1297								
83	72	55	90	10	1	1	5	291	391	472	608	697	830	919	1054	1124	1249										
84	70	58	90	20	1	1	8	204	334	389	520	607	738	807	910	975	1089	1184	1299	1350	1472	1525	1665				
85	86	46	90	30	1	1	8	99	209	302	404	462	577	650	784	876	1005	1083	1230	1286	1416	1493	1606				
86	66	55	90	10	1	1	7	284	386	485	612	694	797	867	975	1051	1193	1256	1387	1443	1589						
87	64	46	90	20	1	1	10	60	182	233	377	447	556	627	772	836	965	1016	1116	1185	1298	1351	1491	1548	1681	1775	1916
88	65	60	90	30	1	1	7	312	426	520	667	746	851	902	1038	1126	1269	1336	1468	1552	1671						
89	56	64	90	10	1	1	8	270	401	489	590	640	747	843	961	1041	1162	1249	1398	1484	1632	1699	1845				
90	60	55	90	10	1	1	5	199	333	407	546	623	772	862	994	1045	1161										
91	60	60	90	10	1	1	9	73	186	242	377	428	571	647	753	852	969	1036	1158	1249	1357	1456	1563	1643	1764		
92	67	85	90	20	1	1	10	134	280	350	488	571	702	789	914	976	1104	1175	1304	1361	1464	1524	1625	1683	1787	1870	1989
93	42	58	90	40	1	1	8	70	217	296	423	498	634	728	875	957	1098	1194	1312	1388	1517	1576	1704				
94	65	82	90	10	1	1	7	158	288	348	497	590	710	790	891	953	1063	1116	1237	1313	1445						
95	62	80	90	30	1	1	7	224	342	407	549	635	760	830	956	1043	1173	1267	1413	1490	1604						
96	62	40	90	10	1	1	8	235	383	475	592	675	807	889	994	1090	1239	1331	1439	1498	1617	1667	1773				
97	60	85	90	30	1	1	8	136	269	337	462	514	618	681	800	892	1036	1118	1218	1313	1424	1487	1619				
98	58	75	90	20	1	1	9	333	473	559	688	762	888	941	1043	1141	1257	1324	1445	1534	1669	1747	1859	1936	2061		
99	55	80	90	10	1	1	10	205	313	411	532	626	748	815	916	977	1089	1146	1292	1343	1469	1526	1667	1720	1855	1911	2036
100	55	85	90	20	1	1	8	136	245	318	434	532	669	741	854	947	1051	1131	1258	1308	1409	1493	1631				
