4	10	100	1																
0	200																		
49	28	35	90	10	1	1	5	3	110	226	308	495	630	763	828	990	1078		
50	26	32	90	10	1	1	3	13	170	292	363	794	902						
51	25	30	90	10	1	1	5	0	134	287	430	574	650	707	805	848	974		
52	25	35	90	10	1	1	3	2	179	339	400	895	987						
53	44	5	90	20	1	1	3	16	185	350	462	642	733						
54	42	10	90	40	1	1	3	2	76	252	356	470	548						
55	42	15	90	10	1	1	4	15	113	234	425	555	691	825	882				
56	40	5	90	30	1	1	3	7	66	208	356	457	655						
57	40	15	90	40	1	1	3	10	194	377	495	600	744						
58	38	5	90	30	1	1	2	18	91	198	348								
59	38	15	90	10	1	1	2	17	77	270	335								
60	35	5	90	20	1	1	5	3	194	371	451	585	642	745	858	1033	1218		
61	50	30	90	10	1	1	4	6	145	335	474	608	738	937	1001				
62	50	35	90	20	1	1	3	5	202	396	503	612	750						
63	50	40	90	50	1	1	4	3	195	374	472	663	855	834	1012				
64	48	30	90	10	1	1	4	9	136	282	451	562	653	784	847				
65	48	40	90	10	1	1	6	19	99	212	351	455	531	635	687	672	856	805	943
66	47	35	90	10	1	1	4	3	62	51	163	250	374	492	591				
67	47	40	90	10	1	1	5	4	153	334	527	649	800	769	941	987	1087		
68	45	30	90	10	1	1	4	12	146	138	268	314	447	639	703				
69	45	35	90	10	1	1	2	14	209	345	513								
70	95	30	90	30	1	1	4	4	190	297	360	367	477	506	688				
71	95	35	90	20	1	1	5	4	82	263	382	522	704	869	1043	1161	1238		
72	53	30	90	10	1	1	3	11	85	250	423	393	569						
73	92	30	90	10	1	1	6	14	208	377	451	477	553	624	678	836	972	1136	1225
74	53	35	90	50	1	1	3	2	95	222	410	507	645						
75	45	65	90	20	1	1	5	0	78	200	375	498	672	794	900	894	986		
76	90	35	90	10	1	1	4	4	199	191	273	335	399	566	620				
77	88	30	90	10	1	1	3	11	103	265	397	543	646						
78	88	35	90	20	1	1	2	1	198	325	513								
79	87	30	90	10	1	1	3	17	205	387	487	629	788						
80	85	25	90	10	1	1	3	12	168	306	401	764	826						
81	85	35	90	30	1	1	3	16	86	218	386	488	582						
82	75	55	90	20	1	1	4	13	72	176	293	334	456	404	565				
83	72	55	90	10	1	1	5	13	143	271	365	560	653	839	1005	1191	1293		
84	70	58	90	20	1	1	4	3	192	308	480	425	557	622	768				
85	68	60	90	30	1	1	6	9	204	378	573	557	611	714	816	931	998	1166	1292
86	66	55	90	10	1	1	3	0	138	109	303	255	429						
87	65	55	90	20	1	1	5	6	164	314	511	642	747	873	1058	1223	1300		
88	65	60	90	30	1	1	3	0	101	244	411	607	682						
89	63	58	90	10	1	1	5	17	107	237	353	501	601	722	863	994	1163		
90	60	55	90	10	1	1	2	13	194	385	550								
91	60	60	90	10	1	1	3	10	83	246	323	819	907						
92	67	85	90	20	1	1	3	2	160	292	416	606	734						
93	65	85	90	40	1	1	4	8	68	184	238	269	367	397	540				
94	65	82	90	10	1	1	3	2	120	271	344	504	677						
95	62	80	90	30	1	1	3	5	126	266	337	535	659						
96	60	80	90	10	1	1	3	11	203	351	448	563	713						
97	60	85	90	30	1	1	4	8	58	218	324	473	660	782	883				
98	58	75	90	20	1	1	3	8	197	393	535	707	863						
99	55	80	90	10	1	1	4	8	187	337	536	694	891	1088	1279				
100	55	85	90	20	1	1	4	14	94	59	197	195	282	396	492				
