4	9	100	1																	
0	200																			
	49	6	68	10	30	1	1	3	3	96	109	192	210	277						
	50	47	47	10	13	1	1	4	6	82	94	141	161	185	195	266				
	51	49	58	10	10	1	1	4	5	96	119	145	161	199	224	236				
	52	27	43	10	9	1	1	3	5	89	107	197	213	250						
	53	37	31	10	14	1	1	4	5	38	50	125	141	195	223	279				
	54	57	29	10	18	1	1	4	2	53	73	97	119	202	221	243				
	55	63	23	10	2	1	1	3	11	106	125	163	176	246						
	56	53	12	10	6	1	1	3	9	101	115	155	183	212						
	57	32	12	10	7	1	1	2	11	109	138	233								
	58	36	26	10	18	1	1	4	13	34	45	96	122	138	151	238				
	59	21	24	10	28	1	1	4	9	29	44	73	102	161	185	263				
	60	17	34	10	3	1	1	3	13	99	111	164	183	264						
	61	12	24	10	13	1	1	4	13	44	54	109	126	181	201	279				
	62	24	58	10	19	1	1	3	18	110	130	204	217	316						
	63	27	69	10	10	1	1	3	5	73	94	147	158	230						
	64	15	77	10	9	1	1	3	7	106	125	185	202	259						
	65	62	77	10	20	1	1	4	17	85	104	133	159	197	215	230				
	66	49	73	10	25	1	1	3	8	88	104	196	222	295						
	67	67	5	10	25	1	1	3	0	23	42	126	148	234						
	68	56	39	10	36	1	1	4	15	36	55	67	90	151	171	225				
	69	37	47	10	6	1	1	3	18	103	121	212	225	255						
	70	37	56	10	5	1	1	4	5	103	126	142	158	199	228	316				
	71	57	68	10	15	1	1	3	12	70	86	165	188	253						
	72	47	16	10	25	1	1	3	5	82	106	194	217	262						
	73	44	17	10	9	1	1	4	19	42	60	144	168	194	219	277				
	74	46	13	10	8	1	1	3	2	89	103	161	190	253						
	75	49	11	10	18	1	1	3	17	42	64	119	137	171						
	76	49	42	10	13	1	1	3	19	80	97	157	171	248						
	77	53	43	10	14	1	1	2	19	96	117	209								
	78	61	52	10	3	1	1	4	3	46	63	77	88	157	180	231				
	79	57	48	10	23	1	1	4	5	64	76	161	183	200	219	287				
	80	56	37	10	6	1	1	3	17	97	125	192	216	293						
	81	55	54	10	26	1	1	3	15	66	82	150	173	229						
	82	15	47	10	16	1	1	5	6	31	59	76	97	140	156	173	190	265		
	83	14	37	10	11	1	1	3	18	101	129	215	227	320						
	84	11	31	10	7	1	1	3	10	65	83	138	163	243						
	85	16	22	10	41	1	1	3	19	48	65	149	178	236						
	86	4	18	10	35	1	1	3	14	32	57	127	141	226						
	87	28	18	10	26	1	1	4	8	18	30	107	134	145	167	242				
	88	26	52	10	9	1	1	3	10	91	111	157	179	243						
	89	26	35	10	15	1	1	6	16	29	49	64	79	107	134	147	160	198	217	289
	90	31	67	10	3	1	1	3	19	105	127	188	203	224						
	91	15	19	10	1	1	1	3	17	64	86	143	171	206						
	92	22	22	10	2	1	1	5	17	43	56	68	96	143	164	212	222	257		
	93	18	24	10	22	1	1	3	1	83	96	166	193	278						
	94	26	27	10	27	1	1	3	0	76	101	189	206	274						
	95	25	24	10	20	1	1	3	18	61	83	131	156	255						
	96	22	27	10	11	1	1	3	18	93	105	146	167	239						
	97	25	21	10	12	1	1	3	10	30	59	100	116	166						
	98	19	21	10	10	1	1	3	2	85	103	201	228	292						
	99	20	26	10	9	1	1	3	12	59	79	148	169	246						
	100	18	18	10	17	1	1	3	10	38	62	125	154	209						
