4	19	100	1															
0	1000																	
	77	53	43	10	14	1	1	2	74	532	608	983						
	78	61	52	10	3	1	1	4	51	251	313	669	735	864	960	1045		
	79	57	48	10	23	1	1	2	90	521	577	1045						
	80	56	37	10	6	1	1	3	79	482	572	857	917	1315				
	81	55	54	10	26	1	1	5	22	107	167	536	599	733	804	895	949	1237
	82	15	47	10	16	1	1	3	46	517	577	890	987	1272				
	83	14	37	10	11	1	1	3	85	141	222	600	689	1043				
	84	11	31	10	7	1	1	3	60	381	436	768	855	1189				
	85	16	22	10	41	1	1	4	29	172	265	334	392	582	655	1017		
	86	4	18	10	35	1	1	5	83	159	258	559	641	722	792	921	997	1433
	87	28	18	10	26	1	1	3	17	265	316	766	836	967				
	88	26	52	10	9	1	1	3	92	273	367	847	926	1023				
	89	26	35	10	15	1	1	4	79	416	504	566	616	734	830	1047		
	90	31	67	10	3	1	1	3	58	420	494	902	979	1478				
	91	15	19	10	1	1	1	3	21	193	249	622	673	1111				
	92	22	22	10	2	1	1	2	39	510	580	975						
	93	18	24	10	22	1	1	3	20	499	578	871	946	1323				
	94	26	27	10	27	1	1	2	46	371	431	928						
	95	25	24	10	20	1	1	3	66	281	346	782	868	1151				
	96	22	27	10	11	1	1	3	69	559	651	862	945	1289				
	97	25	21	10	12	1	1	4	40	387	455	738	790	882	945	1168		
	98	19	21	10	10	1	1	3	98	509	595	913	987	1277				
	99	20	26	10	9	1	1	4	60	185	283	528	622	874	941	1006		
100	18	18	10	17	1	1	1	3	40	172	245	444	542	928				
