4	10	100	1																								
0	200																										
77	88	30	90	10	1	1	8	92	138	214	252	343	385	443	491	542	575	665	698	750	768	857	885				
78	88	35	90	20	1	1	8	63	86	148	185	251	268	364	377	456	481	546	559	626	665	755	797				
79	87	30	90	10	1	1	10	111	154	210	257	321	357	436	456	524	535	634	678	763	812	888	921	996	1014	1089	1120
80	85	25	90	10	1	1	7	98	139	229	259	319	359	450	498	574	598	669	718	805	847						
81	85	35	90	30	1	1	7	27	40	100	138	201	218	289	302	356	387	470	508	599	639						
82	75	55	90	20	1	1	6	57	104	164	197	294	324	416	438	488	512	599	626								
83	72	55	90	10	1	1	5	105	115	196	235	324	361	450	488	558	588										
84	70	58	90	20	1	1	8	74	108	163	198	285	320	389	401	466	487	582	604	655	682	735	777				
85	68	60	90	30	1	1	8	36	54	147	158	216	238	311	348	440	473	551	599	655	689	766	787				
86	66	55	90	10	1	1	7	103	115	214	246	328	340	410	427	503	547	610	645	701	748						
87	65	55	90	20	1	1	10	22	49	100	145	215	232	303	349	413	446	497	507	576	596	649	691	748	784	878	921
88	65	60	90	30	1	1	7	113	134	228	276	355	369	420	459	547	591	658	693	777	802						
89	63	58	90	10	1	1	8	98	133	221	232	282	298	394	418	498	524	611	660	746	794	861	908				
90	60	55	90	10	1	1	5	72	109	183	224	301	350	440	476	527	550										
91	60	60	90	10	1	1	9	26	46	102	140	191	235	311	325	424	448	515	542	633	649	748	763	843	870		
92	67	85	90	20	1	1	10	48	95	165	205	288	323	410	440	502	535	606	639	696	708	768	779	837	850	933	958
93	65	85	90	40	1	1	8	25	73	152	183	258	297	391	439	521	563	659	683	759	792	851	884				
94	65	82	90	10	1	1	7	57	91	151	200	293	319	399	409	471	489	542	569	645	680						
95	62	80	90	30	1	1	7	81	105	170	214	300	330	400	431	518	552	646	692	769	790						
96	60	80	90	10	1	1	8	85	134	226	250	333	369	451	465	561	610	702	718	777	802	852	867				
97	60	85	90	30	1	1	8	49	85	153	183	235	248	311	336	428	473	555	565	660	678	741	776				
98	58	75	90	20	1	1	9	120	162	248	281	355	386	439	451	549	572	639	666	755	793	871	891	968	998		
99	55	80	90	10	1	1	10	74	90	188	215	309	336	403	414	475	495	552	599	650	681	738	781	834	872	928	958
100	55	85	90	20	1	1	8	49	66	139	162	260	299	371	392	485	498	578	609	659	669	753	793				
