4	12	100	1																		
0	200																				
68	45	30	90	10	1	1	7	143	166	248	272	349	397	495	584	682	735	802	878	933	980
69	45	35	90	10	1	1	3	120	175	231	244	294	356								
70	95	30	90	30	1	1	7	170	196	282	367	466	505	573	628	723	760	819	852	917	985
71	95	35	90	20	1	1	4	137	149	207	256	347	443	537	571						
72	53	30	90	10	1	1	5	58	95	175	228	317	346	399	437	521	610				
73	92	30	90	10	1	1	6	14	106	182	205	286	312	375	408	464	539	605	659		
74	53	35	90	50	1	1	5	64	155	227	243	301	313	392	457	531	570				
75	45	65	90	20	1	1	5	27	47	138	194	251	315	378	430	500	523				
76	90	35	90	10	1	1	5	167	203	268	330	413	466	552	576	646	656				
77	88	30	90	10	1	1	4	161	225	292	346	406	436	506	599						
78	88	35	90	20	1	1	6	126	222	315	385	484	530	629	684	781	843	908	1005		
79	87	30	90	10	1	1	4	44	118	183	194	273	295	371	443						
80	85	25	90	10	1	1	5	114	135	189	240	331	347	406	493	592	653				
81	85	35	90	30	1	1	4	133	188	262	282	344	373	472	531						
82	75	55	90	20	1	1	6	5	78	175	201	300	356	415	437	500	562	657	722		
83	72	55	90	10	1	1	7	84	153	242	264	325	378	455	513	571	632	716	769	821	893
84	70	58	90	20	1	1	6	25	80	176	255	316	399	474	546	621	635	722	767		
85	68	60	90	30	1	1	5	80	130	181	215	305	354	422	469	547	635				
86	66	55	90	10	1	1	5	165	257	334	408	467	566	623	683	753	772				
87	65	55	90	20	1	1	4	144	215	301	373	436	504	582	635						
88	65	60	90	30	1	1	6	69	87	166	249	322	414	496	531	622	716	775	841		
89	63	58	90	10	1	1	7	97	139	215	268	319	362	448	533	626	694	768	797	888	926
90	60	55	90	10	1	1	3	91	138	225	246	318	355								
91	60	60	90	10	1	1	7	97	128	217	303	398	446	531	569	663	748	806	883	953	965
92	67	85	90	20	1	1	3	61	71	161	241	319	415								
93	65	85	90	40	1	1	7	4	27	101	185	266	352	421	486	572	588	676	690	751	794
94	65	82	90	10	1	1	4	87	97	160	224	307	363	452	473						
95	62	80	90	30	1	1	3	100	151	225	297	394	449								
96	60	80	90	10	1	1	6	77	119	190	282	350	383	474	539	634	725	786	836		
97	60	85	90	30	1	1	3	98	151	210	275	360	429								
98	58	75	90	20	1	1	6	63	121	184	282	365	381	446	487	586	674	749	785		
99	55	80	90	10	1	1	5	109	167	232	311	394	459	541	631	730	807				
100	55	85	90	20	1	1	5	44	67	156	233	296	373	459	547	631	676				
