4	2	100	1															
0	1000																	
	30	40	60	10	21	1	1	5	98	275	328	459	514	776	856	924	989	1112
	31	31	52	10	27	1	1	5	20	271	327	417	505	645	722	821	908	1039
	32	35	69	10	23	1	1	5	5	132	204	340	408	474	545	759	809	1106
	33	53	52	10	11	1	1	5	15	97	180	460	516	584	678	745	841	917
	34	65	55	10	14	1	1	5	19	304	392	492	559	620	671	826	913	1189
	35	63	65	10	8	1	1	4	38	156	235	521	592	665	724	1011		
	36	2	60	10	5	1	1	5	85	214	312	412	468	667	719	813	865	919
	37	20	20	10	8	1	1	5	90	185	238	354	428	516	582	852	922	1018
	38	5	5	10	16	1	1	4	87	221	284	540	622	812	896	1085		
	39	60	12	10	31	1	1	4	79	311	384	525	586	863	916	988		
	40	40	25	10	9	1	1	4	8	103	182	272	354	610	700	962		
	41	42	7	10	5	1	1	4	57	289	352	547	605	816	880	964		
	42	24	12	10	5	1	1	4	67	266	318	416	477	736	797	1053		
	43	23	3	10	7	1	1	5	9	113	164	304	364	582	646	790	867	1065
	44	11	14	10	18	1	1	5	82	215	286	518	603	665	730	933	987	1132
	45	6	38	10	16	1	1	5	74	135	209	286	362	641	705	929	993	1114
	46	2	48	10	1	1	1	5	93	216	306	393	475	566	643	800	898	1167
	47	8	56	10	27	1	1	4	1	197	255	512	604	896	962	1193		
	48	13	52	10	36	1	1	5	90	217	276	391	456	668	719	854	925	1170
	49	6	68	10	30	1	1	4	30	191	265	398	458	661	726	975		
	50	47	47	10	13	1	1	5	49	130	206	336	404	679	751	818	876	933
	51	49	58	10	10	1	1	5	14	215	278	447	517	603	667	843	922	1210
	52	27	43	10	9	1	1	4	49	327	388	523	619	723	803	957		
	53	37	31	10	14	1	1	4	97	383	443	572	634	864	929	983		
	54	57	29	10	18	1	1	4	83	151	210	474	573	765	840	988		
	55	63	23	10	2	1	1	5	25	130	229	415	500	739	798	855	931	1218
	56	53	12	10	6	1	1	4	90	293	375	638	694	864	938	1187		
	57	32	12	10	7	1	1	4	68	239	291	514	589	807	895	980		
	58	36	26	10	18	1	1	5	50	274	349	410	497	646	718	896	959	1123
	59	21	24	10	28	1	1	4	37	192	270	538	634	820	906	1191		
	60	17	34	10	3	1	1	5	64	297	371	488	572	763	832	906	985	1237
	61	12	24	10	13	1	1	4	55	196	272	443	494	636	722	980		
	62	24	58	10	19	1	1	4	23	314	406	594	665	911	976	1254		
	63	27	69	10	10	1	1	5	0	76	165	301	398	651	745	936	987	1075
	64	15	77	10	9	1	1	5	7	156	208	439	507	750	813	920	994	1045
	65	62	77	10	20	1	1	4	57	223	297	521	618	794	862	1089		
	66	49	73	10	25	1	1	4	36	152	243	446	541	818	879	1040		
	67	67	5	10	25	1	1	4	53	280	379	519	572	691	758	973		
	68	56	39	10	36	1	1	3	89	308	395	609	679	978				
	69	37	47	10	6	1	1	4	49	333	406	472	555	850	925	1020		
	70	37	56	10	5	1	1	4	18	179	255	492	571	817	889	1152		
	71	57	68	10	15	1	1	4	59	159	231	525	579	795	887	980		
	72	47	16	10	25	1	1	4	23	261	334	444	514	749	820	974		
	73	44	17	10	9	1	1	3	95	332	410	688	768	985				
	74	46	13	10	8	1	1	5	36	98	151	365	448	614	681	883	940	1083
	75	49	11	10	18	1	1	4	85	342	405	592	648	908	989	1060		
	76	49	42	10	13	1	1	4	60	245	299	580	670	883	953	1075		
	77	53	43	10	14	1	1	3	74	351	427	657	748	999				
	78	61	52	10	3	1	1	5	51	184	246	466	532	626	722	791	870	1013
	79	57	48	10	23	1	1	3	90	352	408	690	754	970				
	80	56	37	10	6	1	1	4	79	325	415	595	655	898	989	1280		
	81	55	54	10	26	1	1	5	22	91	151	378	441	538	609	681	735	917
	82	15	47	10	16	1	1	4	46	330	390	586	683	864	956	1082		
	83	14	37	10	11	1	1	4	85	138	219	451	540	759	848	1076		
	84	11	31	10	7	1	1	4	60	260	315	521	608	816	885	950		
	85	16	22	10	41	1	1	5	29	130	223	283	341	468	541	764	856	1052
	86	4	18	10	35	1	1	5	83	147	246	435	517	584	654	748	824	1088
	87	28	18	10	26	1	1	4	17	177	228	500	570	665	736	1012		
	88	26	52	10	9	1	1	4	92	215	309	598	677	753	804	1038		
	89	26	35	10	15	1	1	5	79	288	376	432	482	570	666	809	889	1044
	90	31	67	10	3	1	1	3	58	281	355	603	680	979				
	91	15	19	10	1	1	1	5	21	139	195	424	475	740	816	896	995	1133
	92	22	22	10	2	1	1	3	39	322	392	633	716	924				
	93	18	24	10	22	1	1	4	20	308	387	572	647	878	972	1260		
	94	26	27	10	27	1	1	4	46	249	309	607	700	852	932	988		
	95	25	24	10	20	1	1	4	66	207	272	536	622	801	871	1053		
	96	22	27	10	11	1	1	4	69	363	455	594	677	890	972	1049		
	97	25	21	10	12	1	1	5	40	255	323	502	554	627	690	836	928	1202
	98	19	21	10	10	1	1	4	98	348	434	633	707	890	943	1007		
	99	20	26	10	9	1	1	5	60	151	249	407	501	663	730	788	849	963
100	18	18	10	17	1	1	1	5	40	136	209	342	440	676	748	867	960	1030
